Categoria_Participante,Contribuicao_Link,Contribuicoes_N/A,Contribuicoes_N/C,Contribuicoes_N/D,Contribuicoes_Nao,Contribuicoes_Numero,Contribuicoes_Parcialmente,Contribuicoes_Sim,Estatal,ID_Interno,Link Resultado,Link_Anexo_1,Link_Anexo_2,Link_Anexo_3,Link_Anexo_4,PF_Vinculado_Ocupacao,Personalidade,Pontos_de_Atencao_para_o_Regulacao_em_Numeros_Contribuicoes,Quem,Sub_sub_subcategoria_Participante,Sub_subcategoria_Participante,Subcategoria_Participante
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacaoINgeral-final.pdf,,,2.0,,2,,,Não,ANCINE_2012__13,https://www.ancine.gov.br/sites/default/files/consultas-publicas/Consulta_Publica_em_Forma_de_Perguntas_sobre_regulamentacao_da_Lei_12.pdf,,,,,GERSIVAL MARCELO NASCIMENTO CABRAL (MILITAR),PF,"Neste caso, ainda que faça referência à empresa em que trabalha, fica óbvio pela posição que ocupa e pelo teor da contribuição que ali está contribuindo como pessoa física/usuária.",POLICIA MILITAR,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacaoINgeral-final.pdf,,,1.0,,1,,,Não,ANCINE_2012__13,https://www.ancine.gov.br/sites/default/files/consultas-publicas/Consulta_Publica_em_Forma_de_Perguntas_sobre_regulamentacao_da_Lei_12.pdf,,,,,,PF,,RODRIGO DA SILVA ARAÚJO,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacaoINgeral-final.pdf,,,1.0,,1,,,Não,ANCINE_2012__13,https://www.ancine.gov.br/sites/default/files/consultas-publicas/Consulta_Publica_em_Forma_de_Perguntas_sobre_regulamentacao_da_Lei_12.pdf,,,,,,PF,,CRISTINA POLLI BITTENCOURT GAIDESKI,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacaoINgeral-final.pdf,,,1.0,,1,,,Não,ANCINE_2012__13,https://www.ancine.gov.br/sites/default/files/consultas-publicas/Consulta_Publica_em_Forma_de_Perguntas_sobre_regulamentacao_da_Lei_12.pdf,,,,,,PF,,CARLOS EDUARDO BERTO,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacaoINgeral-final.pdf,,,1.0,,1,,,Não,ANCINE_2012__13,https://www.ancine.gov.br/sites/default/files/consultas-publicas/Consulta_Publica_em_Forma_de_Perguntas_sobre_regulamentacao_da_Lei_12.pdf,,,,,ANSELMO G. PEREIRA (MICROEMPRESÁRIO),PF,"Neste caso, ainda que faça referência à empresa em que trabalha, fica óbvio pela posição que ocupa e pelo teor da contribuição que ali está contribuindo como pessoa física/usuária.",MECANICA MAGNUM,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,3.0,,4,,,Não,ANCINE_2012__14,N/D,,,,,CAROL ELIZABETH CONWAY (DIRETORA),PJ,Provedores de internet são regulados pela ancine? qual a influência da lei 12.485?,ABRANET (Associação Brasileira de Internet),,,Provedor de Internet
Ator Governamental,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,2.0,,2,,,Sim,ANCINE_2012__14,N/D,,,,,ALDEN CARIBÉ DE SOUSA (SERVIDOR PÚBLICO),PJ,,SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
Ator Governamental,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,2.0,,4,,,Sim,ANCINE_2012__14,N/D,,,,,ANDREA DA SILVA SOUZA SANCHEZ (DIRETORA ADJUNTA DE PROGRAMAS ESPECIAIS),PJ,"Criada pela Lei nº 9.192, de 23 de Novembro de 1995, e Decreto nº 41.170, de 23 de setembro de 1996, a Fundação Procon-SP é uma instituição vinculada à Secretaria da Justiça e da Defesa da Cidadania do Estado de São Paulo e tem personalidade jurídica de direito público, com autonomia técnica, administrativa e financeira",PROCON/SP (FUNDAÇÃO DE PROTEÇÃO E DEFESA DO CONSUMIDOR),,Executivo Estadual,Poder Executivo
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,MARCIO KALIL DA SILVA,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,6.0,,6,,,Não,ANCINE_2012__14,N/D,,,,,MARIANA GALVÃO FILIZOLA (DIRETORA EXECUTIVA),PJ,,ASSOCIAÇÃO NEOTV,,Home Video,Indústria Audiovisual
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,RENATO LEBOREIRO CAMINA,,,Indivíduo interessado
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,14.0,,14,,,Não,ANCINE_2012__14,N/D,,,,,KATIA COSTA DA SILVA PEDROSO (DIRETORA DE REGULAMENTAÇÃO),PJ,,TELEFÔNICA DO BRASIL S.A.,,,Home Video
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,CARLOS LUIZ GRILO ALMEIDA,,,Indivíduo interessado
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,6.0,,6,,,Não,ANCINE_2012__14,N/D,,,,,CLAUDIA REGINA AMARAL GONZALES (ADVOGADA),PJ,,NET SERVIÇOS DE COMUNICAÇÃO S.A.,,,Home video
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,2.0,,2,,,Não,ANCINE_2012__14,N/D,,,,,CÍCERO ARAGON (PRESIDENTE),PJ,,SINDICATO DA INDÚSTRIA AUDIOVISUAL DO RS,,,
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,PAULO DANTAS,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,3.0,,3,,,Não,ANCINE_2012__14,N/D,,,,,MARCIO PATUSCO LANA LOBO (ENGENHEIRO),PJ,,CLUBE DE ENGENHARIA,,,
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,9.0,,9,,,Não,ANCINE_2012__14,N/D,,,,,JANE PAULA DE OLIVEIRA (ANALISTA REGULATÓRIO),PJ,,CTBC,,,Home Video
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,4.0,,4,,,Não,ANCINE_2012__14,N/D,,,,,MARTA MARIA MIRA (SECRETÁRIA),PJ,,ABDTIC - Associação Brasileira de Direito da Tecnologia da Informação e das Comunicações / ABDI - ASSOCIAÇÃO BRASILEIRA DE DIREITO DE INFORMÁTICA E TELECOMUNICAÇÕES,,,Instituição de ensino e/ou pesquisa
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,MARILENE CAPELAO,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,4.0,,4,,,Não,ANCINE_2012__14,N/D,,,,,ROSANE BERTOTTI (SECRETÁRIA NACIONAL DE COMUNICAÇÃO),PJ,,CUT (CENTRAL ÚNICA DOS TRABALHADORES),,,Outros
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,3.0,,3,,,Não,ANCINE_2012__14,N/D,,,,,VERIDIANA ALIMONTI (ADVOGADA),PJ,,IDEC (INSTITUTO BRASILEIRO DE DEFESA DO CONSUMIDOR),,,
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,20.0,,20,,,Não,ANCINE_2012__14,N/D,,,,,LARISSA SOUZA TEIXEIRA (ASSESSORA PARLAMENTAR ),PJ,,ABTA (ASSOCIAÇÃO BRASILEIRA DE TELEVISÃO POR ASSINATURA),,Home Video,Indústria Audiovisual
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,NELSON CORREIA DE MELO JUNIOR,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,TATIANE SANTOS,,,Indivíduo interessado
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,5.0,,5,,,Não,ANCINE_2012__14,N/D,,,,,PATRÍCIA COUTINHO DE OLIVEIRA SALES (ADVOGADA),PJ,,CESNIK QUINTINO & SALINAS ADVOGADOS,,,Escritório de Advocacia
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,LUCILAINE GIMENES FREIRE (FUNCIONÁRIA PÚBLICA MUNICIPAL),,,PREFEITURA MUNICIPAL DE SANTARÉM,,,Indivíduo interessado
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,KARLA DANIELE DOMINGUES SENA (ASSESSORA),PJ,,RECORD,,,Home video
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,5.0,,5,,,Não,ANCINE_2012__14,N/D,,,,,N/D,PJ,,EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A. - EMBRATEL,,,Home Video
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,ACHILLES LOBO,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,6.0,,6,,,Não,ANCINE_2012__14,N/D,,,,,JOÃO CALDEIRA BRANT MONTEIRO DE CASTRO (RADIALISTA),PJ,,INTERVOZES - COLETIVO BRASIL DE COMUNICAÇÃO SOCIAL,,,Defesa de Direitos
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,4.0,,4,,,Não,ANCINE_2012__14,N/D,,,,,RENATA VICENTINI MIELLI (JORNALISTA),PJ,,CENTRO DE ESTUDOS DA MÍDIA ALTERNATIVA BARÃO DE ITARARÉ,,,Instituição de ensino e/ou pesquisa
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,ROBERTO RENNO (ECONOMISTA E CONTADOR),,,GERENCIAL TELEMATICA E COMERCIA LTDA,,,Indivíduo interessado
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,MARCELO CONCOLATO MEJIAS (ADVOGADO),PJ,,TIM CELULAR S.A.,,,Home Video
Outros,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,,PF,,SIMONE DANIELLE BINDA,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,DÉBORA IVANOV (PRODUTORA),PJ,,SIAESP (SINDICATO DA INDUSTRIA AUDIOVISUAL DO ESTADO DE SP),,,Indústria Audiovisual
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,?,ANCINE_2012__14,N/D,,,,,FERNANDO BOUSSO (ADVOGADO),PJ,,FUNDAÇÃO PADRE ANCHIETA - RÁDIO E TV EDUCATIVAS,,,Home Video
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,3.0,,3,,,Não,ANCINE_2012__14,N/D,,,,,JORGE LUIZ DA SILVA CORREIA (ENGENHEIRO - GERENTE DE CONSULTORIA REGULATÓRIA),PJ,,TELEMAR NORTE LESTE S.A. (OI),,,Home Video
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,3.0,,3,,,Não,ANCINE_2012__14,N/D,,,,,WANDERSON DOUGLAS MARCONI (ADVOGADO),PJ,,GLOBAL VILLAGE TELECOM LTDA,,,Home Video
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/consultas-publicas/consolidacao-alteracao-IN-91.pdf,,,1.0,,1,,,Não,ANCINE_2012__14,N/D,,,,,PAULO CÉSAR AREAS FERREIRA (DIRETOR),PJ,,RPC EMPREENDIMENTOS E PARTICIPAÇÕES,,,home video
Ator Governamental,https://www.ancine.gov.br/sites/default/files/resposta%20consulta%20agenda%20regulat%C3%B3ria%202015-2016%20250215rev.pdf,5.0,,9.0,,14,,,Sim,ANCINE_2014__22,N/D,,,,,RAFAEL SALES RIO (GERENTE),PJ,"A SEAE/MF apresentou sugestões sobre 14 dos pontos da agenda regulatória 2015/2016. Dos 14, 5 foram contribuições que foram apenas esclarecidas pela ANCINE ou por já ocorrerem ou por não estar claro o que a agência queria dizer; as 9 contribuições restantes foram respondidas pela agência com a mesma frase: ""a ANCINE agradece a contribuição e informa que será levada em consideração, em especial nos seus estudos técnicos e Análises de Impacto."" da qual não é possível depreender se a mesma foi acatada ou não",SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/resposta%20consulta%20agenda%20regulat%C3%B3ria%202015-2016%20250215rev.pdf,1.0,,1.0,,2,,,,ANCINE_2014__22,N/D,,,,,Não se identifica. Usa o nome da PJ.,PJ,"A ASPAC apresentou sugestões sobre 2 dos pontos da agenda regulatória 2015/2016. Dos 2, 1 foi apenas esclarecido pela ANCINE por já estar previsto o que se pede; a outra contribuição foi respondida pela agência com a frase: ""a ANCINE agradece a contribuição e informa que será levada em consideração, em especial nos seus estudos técnicos e Análises de Impacto."" da qual não é possível depreender se a mesma foi acatada ou não .",ASPAC (ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ANCINE),,,Servidor Público
Outros,https://www.ancine.gov.br/sites/default/files/resposta%20consulta%20agenda%20regulat%C3%B3ria%202015-2016%20250215rev.pdf,,,4.0,,4,,,Não,ANCINE_2014__22,N/D,,,,,,PF,"Das quatro contribuições apresentadas a ANCINCE respondeu todas. Porém, o fez utilizando de frases padrão como ""A ANCINE agradece a contribuição"" em que não possível depreender se a mesma foi acatada ou não.",TEREZA TRAUTMAN,,,Indivíduo interessado
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/resposta%20consulta%20agenda%20regulat%C3%B3ria%202015-2016%20250215rev.pdf,1.0,,2.0,,3,,,Não,ANCINE_2014__22,N/D,,,,,ALEX JUCIUS (DIRETOR GERAL),PJ,,ASSOCIAÇÃO NEOTV,,Home Video,Indústria Audiovisual
Outros,N/D,,,,,2,,,Não,ANCINE_2014__22,,,,,,NATHALIA SANTOS (ADVOGADA),PJ,,BIALER E FALSETTI ADVOGADO,,,Escritório de Advocacia
Entidade Representativa,N/D,,,,,N/C,,,Não,ANCINE_2015_42430_24,,,,,,N/D,PJ,,FENEC (Federação Nacional das Empresas Exibidoras Cinematográficas),,Exibidora,Indústria Audiovisual
Entidade Representativa,N/D,,,,,N/C,,,Não,ANCINE_2015_42430_24,,,,,,N/D,PJ,,ABRACINE (Associação Brasileira de Críticos de Cinema),,,
Entidade Representativa,N/D,,,,,N/C,,,Não,ANCINE_2015_42430_24,,,,,,N/D,PJ,,Abraplex (Associacao Brasileira das Empresas Exibidoras),,Exibidora,Indústria Audiovisual
Entidade Representativa,N/D,,,,,N/C,,,Não,ANCINE_2015_42430_24,,,,,,N/D,PJ,,AEXIB – Associação dos Exibidores Brasileiros de Cinema de Pequeno e Médio Porte,,Exibidora,Indústria Audiovisual
Entidade Representativa,N/D,,,,,N/C,,,Não,ANCINE_2015_42430_24,,,,,,N/D,PJ,,MOTION PICTURE ASSOCIATION - AMÉRICA LATINA,,Produtora,Indústria Audiovisual
Agente econômico regulado,N/D,,,,,N/C,,,Não,ANCINE_2015_42430_24,,,,,,N/D,PJ,,Consciência Soluções e Tecnologia,,,Exibidora
Ator Governamental,N/D,,,,,N/C,,,Sim,ANCINE_2015_42430_24,,,,,,N/D,PJ,,SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,8.0,,8,,,Não,ANCINE_2016_1_32,,,,,,RICARDO CASTANHEIRA,PJ,,MOTION PICTURE ASSOCIATION - AMÉRICA LATINA,,Produtora,Indústria Audiovisual
Ator Governamental,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,1.0,,1,,,Sim,ANCINE_2016_1_32,,,,,,MARCELO DE MATOS RAMOS (COORDENADOR GERAL DE COMUNICAÇÃO E MÍDIA ),PJ,,SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,,,,,,,ANCINE_2016_1_32,,,,,,ANTONIO CARLOS DA SILVA (DIRETOR EXECUTIVO),PJ,"Esta contribuição é assinada, no corpo da participação, por mais três entidades, com o nome da pessoa fisica as representando, ainda que a contribuição tenha sido submetida por apenas uma pessoa pelo sistema. FENEEC Paulo Celso Lui ABRAPLEX Marcelo Bertini de Rezende ABRACINE Luiz Severiano Ribeiro",Abraplex (Associacao Brasileira das Empresas Exibidoras),,Exibidora,Indústria Audiovisual
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,1.0,,1,,,Não,ANCINE_2016_1_32,,,,,,GUACYARA LABONIA GUERREIRO (COORDENAÇÃO GERAL),PJ,"Esta contribuição é assinada, no corpo da participação, por mais três entidades, com o nome da pessoa fisica as representando, ainda que a contribuição tenha sido submetida por apenas uma pessoa pelo sistema. /// Carla Mauch e Guacyara Labonia - coordenadoras da OSCIP Mais Diferenças - Educação e Cultura Inclusivas Ana Rosa Bordin Rabello - responsável pela BRDN (produtora de acessibilidade) Saulo Tomé - videasta Artur Brandt - videasta Tiago Marchesano - especialista em acessibilidade cultural Wagner Santana - cientista social Maria da Luz Milan - pedagoga Maria Silvana Gomes - jornalista Alex Almeida - designer Felix Oliveira Santos - intérprete de LIBRAS Danilo Santos - instrutor de LIBRAS (surdo) Henri Sawano - instrutor de LIBRAS (surdo) Lais Yazbeck - administradora José Fernandes - contador Ariele Alves Antoniucci - instrutora de LIBRAS (surda) Michel de Freitas - instrutor de LIBRAS (surdo) Danielle Bello - gestora de políticas públicas Thais Pereira Martins - gestora de políticas públicas Gustavo Freitas Bevilacqua - gestor de políticas públicas Sergio Oliveira Silva- intérprete de LIBRAS Mario Paulo Greggio - estudante e estagiário com deficiência",MAIS DIFERENÇAS,,,Entidade cultural
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,7.0,,7,,,Não,ANCINE_2016_1_32,,,,,,SILVIA MARIA SACHS RABELLO (EMPRESÁRIA),PJ,,SICAV (Sindicato Interestadual da Indústria Audiovisual),,,Indústria audiovisual
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,7.0,,7,,,Não,ANCINE_2016_1_32,,,,,,CLÁUDIO HENRIQUE DOS SANTOS (DESIGNER),PJ,,TOPO,,Produtora,Indústria Audiovisual
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,5.0,,5,,,Não,ANCINE_2016_1_32,,,,,,SOLANGE BARBOSA PINHEIRO DE ALMEIDA (EMPRESÁRIA),PJ,,Ktalise Assessoria e Tecnologias Ltda.,,,Infraestrutura
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,1.0,,1,,,Não,ANCINE_2016_1_32,,,,,,,PF,,JEFFERSON SIQUEIRA CAMPANHA,,,Indivíduo interessado
Ator Governamental,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consulta%20p%C3%BAblica%20-%20IN%20de%20acessibilidade%20auditiva%20e%20visual.pdf,,,1.0,,1,,,Sim,ANCINE_2016_1_32,,,,,,SISSI ALVES DA SILVA (SERVIDORA PÚBLICA),PJ,,SECRETARIA NACIONAL DE PROMOÇÃO DOS DIREITOS DA PESSOA COM DEFICIÊNCIA (SDH),,Executivo Federal,Poder Executivo
Ator Governamental,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,1.0,,1,,,Sim,ANCINE_2016_1_33,,,,,,MARCELO DE MATOS RAMOS (COORDENADOR GERAL DE COMUNICAÇÃO E MÍDIA ),PJ,,SEAE/MF (Secretaria de Acompanhamento Econômico do Ministério da Fazenda),,Executivo Federal,Poder Executivo
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,1.0,,1,,,Não,ANCINE_2016_1_33,,,,,,JONAS ANTUNES COUTO (: GERENTE REGULATÓRIO),PJ,,ABTA (ASSOCIAÇÃO BRASILEIRA DE TELEVISÃO POR ASSINATURA),,Home Video,Indústria Audiovisual
,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,5.0,,5,,,Não,ANCINE_2016_1_33,,,,,,LEONARDO AUGUSTO FURTADO PALHARES (PRESIDENTE),PJ,COMO CLASSIFICAR? -> Associação especializada em capacitar indivíduos e organizações para a prática segura no comércio eletrônico (e-commerce).,CAMARA BRASILEIRA DE COMERCIO ELETRONICO,,,
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,4.0,,4,,,Não,ANCINE_2016_1_33,,,,,,DANIEL STIVELBERG (GERENTE DE RELAÇÕES GOVERNAMENTAIS E INSTITUCIONAIS),PJ,,BRASSCOM (ASSOCIAÇÃO BRASILEIRA DAS EMPRESAS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO),,?,Indústria Audiovisual
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,12.0,,12,,,Não,ANCINE_2016_1_33,,,,,,CARLOS ALKIMIM (DIRETOR EXECUTIVO),PJ,,ABPTA (Associação Brasileira dos Programadores de TV por Assinatura) / TAP BRASIL - ASSOCIAÇÃO DOS PROGRAMADORES DE TELEVISÃO,,,Home Video
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,2.0,,2,,,Não,ANCINE_2016_1_33,,,,,,CAROL ELIZABETH CONWAY (DIRETORA),PJ,,ABRANET (Associação Brasileira de Internet),,,Provedor de Internet
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,11.0,,11,,,Não,ANCINE_2016_1_33,,,,,,NADJA SASSON (GERENTE),PJ,"COMO CLASSIFICAR? -> MISSÃO Ser agente transformador e de geração de valor para as empresas associadas e a sociedade, promovendo a excelência e as melhores práticas do marketing e da comunicação.",ABA - ASSOCIAÇÃO BRASILEIRA DE ANUNCIANTES,,?,Indústria Audiovisual
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,12.0,,12,,,Não,ANCINE_2016_1_33,,,,,,THAÍS ORNELLAS GOMES CANDIDO (ADVOGADA),PJ,,CESNIK QUINTINO & SALINAS ADVOGADOS,,,Escritório de Advocacia
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,6.0,,6,,,Não,ANCINE_2016_1_33,,,,,,MATEUS BASSO (COORDENADOR JURÍDICO),PJ,,APRO (Associação brasileira da produção de obras audiovisuais),,Produtora,Indústria Audiovisual
Outros,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,2.0,,2,,,Não,ANCINE_2016_1_33,,,,,,ANDRE L STABEL CARVALHO (ENGENHEIRO),PJ,,INSTITUTO ZERO A SEIS,,,Entidade cultural
Entidade Representativa,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,5.0,,5,,,Não,ANCINE_2016_1_33,,,,,,ANA MARIA NOGUEIRA DE SOUZA (DIRETORA EXECUTIVA),PJ,Produtoras de áudio -> entram como produtoras? s,Aprosom (Associação Brasileira das Produtoras de Fonogramas Publicitários),,Produtora,Indústria Audiovisual
Agente econômico regulado,https://www.ancine.gov.br/sites/default/files/relatorio%20de%20consolida%C3%A7%C3%A3o%20de%20consulta%20publica%20com%20anexo%20v112016.pdf,,,1.0,,1,,,Não,ANCINE_2016_1_33,,,,,,MARCIO CORDEIRO DE LEMOS ( PRODUTOR ),PJ,,Off-Hollywood Produções,,,Produtora
